Id,Country_Region,Date,Population_Size,Tourism,Date_FirstFatality,Date_FirstConfirmedCase,Latitude,Longtitude,Mean_Age,Lockdown_Date,Lockdown_Type,Country_Code,cluster,ConfirmedCases,Fatalities,Fatalities_rate,diff_FC_LD,diff_FF_LD,Weight_C,Weight_F,daily_tested,pf_score,hf_score
18236,Liberia,2020-05-10,4818977,14000,2020-04-05,2020-03-17,6.4280550000000005,-9.429499,18.6,2020-03-23,Partial,LBR,33,199.0,20.0,10.050251256281408,6 days 00:00:00.000000000,-13 days +00:00:00.000000000,0.06516856032102791,0.6516856032102791,104.0,6.13,6.35
18350,Libya,2020-05-10,6678567,14000,2020-04-03,2020-03-25,26.3351,17.228331,27.2,2020-03-22,Full,LBY,50,64.0,3.0,4.6875,-3 days +00:00:00.000000000,-12 days +00:00:00.000000000,0.06381839957088795,0.6381839957088794,104.0,4.83,4.64
18464,Liechtenstein,2020-05-10,37910,85300,2020-04-05,2020-03-05,47.166000000000004,9.555373,37.0,,,LIE,42,82.0,1.0,1.2195121951219512,,,0.09491810890375817,0.9491810890375816,104.0,6.97,6.835
18578,Lithuania,2020-05-10,2801543,2825000,2020-03-22,2020-02-29,55.169438,23.881275,42.7,2020-03-16,Full,LTU,0,1479.0,50.0,3.3806626098715347,16 days 00:00:00.000000000,-6 days +00:00:00.000000000,0.06724668311765034,0.6724668311765034,8141.0,8.76,8.32
18692,Luxembourg,2020-05-10,607950,1018000,2020-03-15,2020-03-01,49.815273,6.129583,39.3,2020-03-16,Full,LUX,42,3886.0,101.0,2.5990735975295935,15 days 00:00:00.000000000,1 days 00:00:00.000000000,0.07539083454623496,0.7539083454623496,2565.0,9.26,8.56
18806,MS Zaandam,2020-05-10,712,14000,2020-04-02,2020-03-29,-100.0,-100.0,37.0,,,NAN,32,9.0,2.0,22.22222222222222,,,0.08889659309290196,0.8889659309290197,104.0,6.97,6.835
18920,Madagascar,2020-05-10,26262368,291000,2222-11-11,2020-03-21,-18.766947000000002,46.869107,18.7,2020-03-23,Partial,MDG,1,193.0,0.0,0.0,2 days 00:00:00.000000000,-74011 days +00:00:00.000000000,0.059080339663913725,0.5908033966391372,104.0,6.51,6.32
19034,Malawi,2020-05-10,18143315,871000,2020-04-08,2020-04-03,-13.254307999999998,34.301525,17.4,,,MWI,23,56.0,3.0,5.357142857142857,,,0.060100319996890986,0.6010031999689099,47.0,7.13,6.6
19148,Malaysia,2020-05-10,31528585,25832000,2020-03-18,2020-01-26,4.210483999999999,101.97576600000001,27.7,2020-03-18,Full,MYS,35,6656.0,108.0,1.6225961538461537,52 days 00:00:00.000000000,0 days 00:00:00.000000000,0.05792906729307273,0.5792906729307272,11443.0,5.7,6.52
19262,Maldives,2020-05-10,515696,1484000,2222-11-11,2020-03-09,3.202778,73.22068,27.9,2020-03-11,Full,MDV,16,835.0,3.0,0.3592814371257485,2 days 00:00:00.000000000,-74023 days +00:00:00.000000000,0.0784408057396444,0.784408057396444,104.0,6.97,6.835
19376,Mali,2020-05-10,19077690,14000,2020-03-30,2020-03-26,17.570692,-3.996166000000001,16.0,2020-03-18,Full,MLI,44,704.0,38.0,5.3977272727272725,-8 days +00:00:00.000000000,-12 days +00:00:00.000000000,0.059832393720267135,0.5983239372026714,104.0,6.15,6.03
19490,Malta,2020-05-10,484630,2599000,2020-04-09,2020-03-08,35.937496,14.375416,40.9,2020-03-12,Full,MLT,11,496.0,5.0,1.0080645161290323,4 days 00:00:00.000000000,-28 days +00:00:00.000000000,0.07715602925427792,0.7715602925427792,1218.0,8.77,8.37
19604,Mauritania,2020-05-10,4403319,14000,2020-03-31,2020-03-15,21.00789,-10.940835,19.7,,,MRT,33,8.0,1.0,12.5,,,0.06609875036485865,0.6609875036485866,104.0,4.83,5.47
19718,Mauritius,2020-05-10,1265303,1399000,2020-03-22,2020-03-19,-20.348404000000002,57.552152,35.6,2020-03-17,Partial,MUS,22,332.0,10.0,3.0120481927710845,-2 days +00:00:00.000000000,-5 days +00:00:00.000000000,0.07117992274841647,0.7117992274841647,104.0,6.98,7.52
19832,Mexico,2020-05-10,126190788,41313000,2020-03-20,2020-02-29,23.634501,-102.552784,27.5,2020-03-14,Partial,MEX,28,35022.0,3465.0,9.893781051910228,14 days 00:00:00.000000000,-6 days +00:00:00.000000000,0.05370058610194239,0.5370058610194238,4282.0,6.38,6.65
19946,Moldova,2020-05-10,2706049,160000,2020-03-19,2020-03-09,47.411631,28.369884999999996,37.0,2020-03-11,Full,MDA,11,4927.0,169.0,3.430079155672823,2 days 00:00:00.000000000,-8 days +00:00:00.000000000,0.06629835147326403,0.6629835147326402,104.0,7.2,6.93
20060,Monaco,2020-05-10,38682,347000,2020-03-30,2020-03-01,43.750298,7.412841,37.0,2020-03-17,Full,MCO,42,96.0,4.0,4.166666666666667,16 days 00:00:00.000000000,-13 days +00:00:00.000000000,0.09473430021533076,0.9473430021533076,104.0,6.97,6.835
20174,Mongolia,2020-05-10,3170208,529000,2222-11-11,2020-03-11,46.862496,103.84665600000001,27.1,2020-03-10,Full,MNG,16,42.0,0.0,0.0,-1 days +00:00:00.000000000,-74024 days +00:00:00.000000000,0.06691342237758804,0.6691342237758804,104.0,7.79,7.61
20288,Montenegro,2020-05-10,622227,2077000,2020-03-24,2020-03-18,42.708678000000006,19.37439,37.7,2020-03-24,Full,MNE,40,324.0,9.0,2.7777777777777777,6 days 00:00:00.000000000,0 days 00:00:00.000000000,0.07496031900351177,0.7496031900351177,510.0,8.03,7.43
20402,Morocco,2020-05-10,36029138,12289000,2020-03-11,2020-03-03,31.791702,-7.09262,27.9,2020-03-16,Full,MAR,45,6063.0,188.0,3.10077519379845,13 days 00:00:00.000000000,5 days 00:00:00.000000000,0.05772940656057433,0.5772940656057433,4263.0,5.68,6.18
20516,Mozambique,2020-05-10,29495962,2743000,2222-11-11,2020-03-23,-18.665695,35.529562,17.2,2020-04-01,Full,MOZ,1,91.0,0.0,0.0,9 days 00:00:00.000000000,-74002 days +00:00:00.000000000,0.058514531619597326,0.5851453161959733,198.0,6.89,6.24
20630,Namibia,2020-05-10,2448255,14000,2222-11-11,2020-03-15,-22.957639999999998,18.49041,21.0,2020-03-14,Full,NAM,1,16.0,0.0,0.0,-1 days +00:00:00.000000000,-74020 days +00:00:00.000000000,0.06821762731936827,0.6821762731936828,104.0,6.97,6.75
20744,Nepal,2020-05-10,28087871,1173000,2222-11-11,2020-01-26,28.394857000000002,84.12400799999998,23.2,2020-03-24,Full,NPL,10,110.0,0.0,0.0,58 days 00:00:00.000000000,-74010 days +00:00:00.000000000,0.05826484400455025,0.5826484400455025,9501.0,6.53,6.51
20858,Netherlands,2020-05-10,17231624,18780000,2020-03-07,2020-02-28,52.132633,5.291266,42.1,2020-03-24,Full,NLD,36,42826.0,5459.0,12.746929435389717,25 days 00:00:00.000000000,17 days 00:00:00.000000000,0.08632396297059959,0.8632396297059959,13059.0,9.28,8.5
21428,New Zealand,2020-05-10,4841000,3686000,2020-03-30,2020-02-29,-40.900557,174.88597099999996,37.3,2020-03-25,Full,NZL,14,1497.0,21.0,1.402805611222445,25 days 00:00:00.000000000,-5 days +00:00:00.000000000,0.06509307804587408,0.6509307804587406,12743.0,9.27,8.88
21542,Nicaragua,2020-05-10,6465513,1256000,2020-03-28,2020-03-20,12.865416,-85.207229,25.2,,,NIC,2,16.0,5.0,31.25,,,0.06389726302101847,0.6389726302101847,104.0,6.72,6.86
21656,Niger,2020-05-10,22442948,157000,2020-03-26,2020-03-21,17.607789,8.081666,14.9,,,NER,44,821.0,46.0,5.602923264311815,,,0.05935997358779526,0.5935997358779527,104.0,5.92,5.87
21770,Nigeria,2020-05-10,195874740,14000,2020-03-24,2020-02-29,9.081999,8.675277000000001,17.9,2020-03-25,Full,NGA,33,4399.0,143.0,3.2507388042736984,25 days 00:00:00.000000000,1 days 00:00:00.000000000,0.05250293292583778,0.5250293292583779,2908.0,5.9,6.38
21884,North Macedonia,2020-05-10,2082958,707000,2020-03-23,2020-02-27,41.6086,21.7453,37.0,2020-03-18,Full,MKD,42,1642.0,91.0,5.542021924482339,20 days 00:00:00.000000000,-5 days +00:00:00.000000000,0.06878758249642282,0.6878758249642284,1423.0,7.66,7.34
21998,Norway,2020-05-10,5311916,5688000,2020-03-15,2020-02-27,60.472024,8.468946,39.2,2020-03-12,Full,NOR,42,8105.0,219.0,2.70203578038248,14 days 00:00:00.000000000,-3 days +00:00:00.000000000,0.06464695899684274,0.6464695899684274,7372.0,9.26,8.44
22112,Oman,2020-05-10,4829483,2301000,2020-04-01,2020-02-25,21.512583,55.92325500000001,29.0,2020-03-29,Partial,OMN,17,3399.0,17.0,0.5001471020888497,33 days 00:00:00.000000000,-3 days +00:00:00.000000000,0.06535229874936634,0.6535229874936634,104.0,5.2,5.98
22226,Pakistan,2020-05-10,212215030,14000,2020-03-20,2020-02-27,30.375321000000003,69.345116,22.5,2020-03-26,Full,PAK,31,30334.0,659.0,2.1724797257203137,28 days 00:00:00.000000000,6 days 00:00:00.000000000,0.052399880015182816,0.5239988001518282,13492.0,5.47,5.69
22340,Panama,2020-05-10,4176873,1785000,2020-03-12,2020-03-11,8.537981,-80.782127,28.4,2020-03-25,Full,PAN,19,8448.0,244.0,2.8882575757575757,14 days 00:00:00.000000000,13 days 00:00:00.000000000,0.06598758619667269,0.6598758619667271,1246.0,7.72,7.69
22454,Papua New Guinea,2020-05-10,8606316,140000,2222-11-11,2020-03-21,-6.314993,143.95555,21.7,2020-03-24,Full,PNG,53,8.0,0.0,0.0,3 days 00:00:00.000000000,-74010 days +00:00:00.000000000,0.06287188574958383,0.6287188574958382,104.0,6.84,6.6
22568,Paraguay,2020-05-10,6956071,1181000,2020-03-22,2020-03-09,-23.442503,-58.44383199999999,24.9,2020-03-15,Partial,PRY,19,713.0,10.0,1.402524544179523,6 days 00:00:00.000000000,-7 days +00:00:00.000000000,0.06353070094128227,0.6353070094128229,104.0,6.78,6.9
22682,Peru,2020-05-10,31989256,4419000,2020-03-21,2020-03-07,-9.189967,-75.015152,27.5,2020-03-10,Full,PER,19,67307.0,1889.0,2.806543153015288,3 days 00:00:00.000000000,-11 days +00:00:00.000000000,0.05792018125351681,0.5792018125351681,28650.0,7.61,7.55
22796,Philippines,2020-05-10,106651922,7168000,2020-02-03,2020-01-31,12.879721,121.77401699999999,24.1,2020-03-16,Partial,PHL,35,10794.0,719.0,6.661108022975728,45 days 00:00:00.000000000,42 days 00:00:00.000000000,0.05419187019679764,0.5419187019679763,16984.0,6.44,6.88
22910,Poland,2020-05-10,37974750,19622000,2020-03-13,2020-03-05,51.919438,19.145135999999997,39.7,2020-03-12,Full,POL,36,15996.0,800.0,5.0012503125781445,7 days 00:00:00.000000000,-1 days +00:00:00.000000000,0.057258888716785125,0.5725888871678512,17512.0,8.32,7.78
23024,Portugal,2020-05-10,10283822,16186000,2020-03-18,2020-03-03,39.399871999999995,-8.224454,43.9,2020-03-18,Full,PRT,36,27581.0,1135.0,4.1151517348899604,15 days 00:00:00.000000000,0 days 00:00:00.000000000,0.06190075211316075,0.6190075211316075,15942.0,9.02,8.27
23138,Qatar,2020-05-10,2781677,1819300,2020-03-29,2020-03-01,25.354826,51.183884,31.3,2020-03-11,Full,QAT,17,22520.0,14.0,0.06216696269982238,10 days 00:00:00.000000000,-18 days +00:00:00.000000000,0.06772210283071681,0.677221028307168,3655.0,5.24,6.15
23252,Romania,2020-05-10,19466145,11720000,2020-03-23,2020-02-27,45.943160999999996,24.96676,41.3,2020-03-25,Full,ROU,36,15362.0,961.0,6.255695872933212,27 days 00:00:00.000000000,2 days 00:00:00.000000000,0.05950861654649569,0.5950861654649569,16684.0,8.54,8.11
23366,Russia,2020-05-10,144478050,24551000,2020-03-20,2020-02-01,61.52401,105.31875600000001,38.7,2020-03-27,Full,RUS,21,209688.0,1915.0,0.9132616077219488,55 days 00:00:00.000000000,7 days 00:00:00.000000000,0.05318240088193723,0.5318240088193723,234496.0,5.9,6.34
23480,Rwanda,2020-05-10,12301939,14000,2222-11-11,2020-03-15,-1.940278,29.873888,19.4,2020-03-16,Full,RWA,1,284.0,0.0,0.0,1 days 00:00:00.000000000,-74018 days +00:00:00.000000000,0.06149126628881154,0.6149126628881154,104.0,6.38,6.82
23594,Saint Kitts and Nevis,2020-05-10,52441,14000,2222-11-11,2020-03-26,17.357822,-62.782998,37.0,2020-03-31,Full,KNA,9,15.0,0.0,0.0,5 days 00:00:00.000000000,-74003 days +00:00:00.000000000,0.09310255930671832,0.9310255930671832,104.0,6.97,6.835
23708,Saint Lucia,2020-05-10,181889,14000,2222-11-11,2020-03-15,13.909444,-60.97889300000001,32.6,2020-03-20,Full,LCA,9,18.0,0.0,0.0,5 days 00:00:00.000000000,-74014 days +00:00:00.000000000,0.08241640054132297,0.8241640054132298,104.0,6.97,6.835
23822,Saint Vincent and the Grenadines,2020-05-10,110210,14000,2222-11-11,2020-03-15,12.984305,-61.287228000000006,29.8,,,VCT,9,17.0,0.0,0.0,,,0.0861462754558793,0.8614627545587931,104.0,6.97,6.835
23936,San Marino,2020-05-10,33785,84000,2020-03-04,2020-02-28,43.94236,12.457777,37.0,2020-03-09,Full,SMR,42,628.0,41.0,6.528662420382165,10 days 00:00:00.000000000,5 days 00:00:00.000000000,0.09611277049361333,0.9611277049361334,104.0,6.97,6.835
24050,Sao Tome and Principe,2020-05-10,211028,33400,2222-11-11,2020-04-07,0.1864,6.6131,18.1,,,STP,43,208.0,5.0,2.4038461538461537,,,0.08236709071157608,0.8236709071157609,104.0,6.97,6.835
24164,Saudi Arabia,2020-05-10,33699947,15334000,2020-03-25,2020-03-03,23.885942,45.079162,29.8,2020-03-15,Full,SAU,17,39048.0,246.0,0.6299938537185003,12 days 00:00:00.000000000,-10 days +00:00:00.000000000,0.05784033618433435,0.5784033618433434,13037.0,4.32,5.42
24278,Senegal,2020-05-10,15854360,14000,2020-04-02,2020-03-03,14.497401000000002,-14.452361999999999,18.3,2020-03-24,Partial,SEN,33,1709.0,19.0,1.1117612638970158,21 days 00:00:00.000000000,-9 days +00:00:00.000000000,0.06056888130045645,0.6056888130045646,104.0,6.97,6.57
24392,Serbia,2020-05-10,6982604,1711000,2020-03-21,2020-03-07,44.016521000000004,21.005859,40.0,2020-03-15,Full,SRB,11,10032.0,215.0,2.143141945773525,8 days 00:00:00.000000000,-6 days +00:00:00.000000000,0.06340240626501853,0.6340240626501853,72734.0,7.71,7.3
24506,Seychelles,2020-05-10,96762,362000,2222-11-11,2020-03-15,-4.679574,55.491977,34.6,2020-04-09,Full,SYC,34,11.0,0.0,0.0,25 days 00:00:00.000000000,-73994 days +00:00:00.000000000,0.08754258740264598,0.8754258740264597,104.0,7.16,7.16
24620,Sierra Leone,2020-05-10,7650154,57000,2020-04-24,2020-04-01,8.460555000000001,-11.779889,18.3,2020-05-05,Full,SLE,44,307.0,18.0,5.863192182410423,34 days 00:00:00.000000000,11 days 00:00:00.000000000,0.06340282154731616,0.6340282154731616,104.0,6.27,5.99
24734,Singapore,2020-05-10,5638676,14673000,2020-03-22,2020-01-24,1.352083,103.819836,40.0,2020-03-26,Partial,SGP,37,23336.0,20.0,0.08570449091532396,62 days 00:00:00.000000000,4 days 00:00:00.000000000,0.0644055911505689,0.644055911505689,4526.0,7.5,8.11
24848,Slovakia,2020-05-10,5450000,14000,2020-03-19,2020-03-07,48.669026,19.699023999999998,39.2,2020-03-09,Full,SVK,11,1457.0,26.0,1.7844886753603295,2 days 00:00:00.000000000,-10 days +00:00:00.000000000,0.06448800644311713,0.6448800644311713,5472.0,8.54,8.02
24962,Slovenia,2020-05-10,2073894,4425000,2020-03-15,2020-03-06,46.151241,14.995463,43.0,2020-03-11,Full,SVN,0,1457.0,102.0,7.0006863417982155,5 days 00:00:00.000000000,-4 days +00:00:00.000000000,0.06877461801088565,0.6877461801088565,1216.0,8.78,7.97
25076,Somalia,2020-05-10,15008154,14000,2020-04-09,2020-03-17,5.152149,46.199616,16.5,2020-03-19,Full,SOM,23,1054.0,51.0,4.838709677419355,2 days 00:00:00.000000000,-21 days +00:00:00.000000000,0.06165014476774047,0.6165014476774047,104.0,6.97,6.835
25190,South Africa,2020-05-10,57779622,10472000,2020-03-28,2020-03-06,-30.559482,22.937506,26.1,2020-03-26,Full,ZAF,4,10015.0,194.0,1.9370943584623066,20 days 00:00:00.000000000,-2 days +00:00:00.000000000,0.05607060042939598,0.5607060042939598,16327.0,7.55,7.08
25304,South Sudan,2020-05-10,10975920,14000,2222-11-11,2020-04-06,6.877000000000002,31.307,18.6,2020-03-24,Partial,SSD,43,120.0,0.0,0.0,-13 days +00:00:00.000000000,-74010 days +00:00:00.000000000,0.06130728666214162,0.6130728666214162,104.0,6.97,6.835
25418,Spain,2020-05-10,46796540,82773000,2020-03-04,2020-02-02,40.463667,-3.7492199999999998,43.2,2020-03-14,Full,ESP,5,224350.0,26621.0,11.865834633385335,41 days 00:00:00.000000000,10 days 00:00:00.000000000,0.05664554885500586,0.5664554885500586,195631.0,8.69,8.12
25532,Sri Lanka,2020-05-10,21670000,2334000,2020-03-29,2020-01-28,7.873054,80.77179699999998,32.3,2020-03-21,Full,LKA,20,863.0,9.0,1.0428736964078795,53 days 00:00:00.000000000,-8 days +00:00:00.000000000,0.05931756558358633,0.5931756558358633,104.0,6.25,6.41
25646,Sudan,2020-05-10,41801533,836000,2020-03-14,2020-03-14,12.862807,30.217636,18.9,2020-03-24,Partial,SDN,33,1365.0,70.0,5.128205128205129,10 days 00:00:00.000000000,10 days 00:00:00.000000000,0.05716145299606019,0.5716145299606019,104.0,3.97,4.32
25760,Suriname,2020-05-10,575991,14000,2020-04-04,2020-03-15,3.9193050000000014,-56.02778299999999,28.4,,,SUR,19,10.0,1.0,10.0,,,0.07574406228897261,0.7574406228897261,104.0,8.3,7.48
25874,Sweden,2020-05-10,10175214,7440000,2020-03-12,2020-02-01,60.128161,18.643501,40.9,,,SWE,8,26322.0,3225.0,12.252108502393435,,,0.062082769183169226,0.6208276918316923,3469.0,9.45,8.5
25988,Switzerland,2020-05-10,8513227,10362000,2020-03-06,2020-02-26,46.818188,8.227511999999999,42.2,2020-03-18,Full,CHE,36,30305.0,1833.0,6.0485068470549415,21 days 00:00:00.000000000,12 days 00:00:00.000000000,0.06274798898488533,0.6274798898488533,8630.0,9.24,8.82
26102,Syria,2020-05-10,16906283,14000,2020-03-30,2020-03-23,34.802075,38.99681500000001,37.0,,,SYR,40,47.0,3.0,6.382978723404255,,,0.05974881062318607,0.5974881062318608,104.0,2.53,3.79
26216,Taiwan*,2020-05-10,23780000,14000,2020-02-17,2020-01-23,23.6978,120.9605,37.0,,,TWN,21,440.0,6.0,1.3636363636363635,,,0.058918306362360326,0.5891830636236033,1792.0,8.94,8.4
26330,Tanzania,2020-05-10,56318348,1378000,2020-04-01,2020-03-17,-6.369028,34.888822,37.0,,,TZA,22,509.0,21.0,4.12573673870334,,,0.0560989109714273,0.560989109714273,0.0,5.75,6.26
26444,Thailand,2020-05-10,69428524,38178000,2020-03-02,2020-01-23,15.870032,100.992541,37.8,2020-03-22,Partial,THA,12,3009.0,56.0,1.8610834164174144,59 days 00:00:00.000000000,20 days 00:00:00.000000000,0.05557122052422537,0.5557122052422537,3409.0,6.25,6.55
26558,Timor-Leste,2020-05-10,1267972,75000,2222-11-11,2020-03-23,-8.874217,125.727539,17.4,2020-03-28,Full,TLS,53,24.0,0.0,0.0,5 days 00:00:00.000000000,-74006 days +00:00:00.000000000,0.07158116654467471,0.7158116654467471,104.0,7.52,6.76
26672,Togo,2020-05-10,7889094,573000,2020-03-28,2020-03-07,8.619543,0.824782,18.9,2020-03-20,Partial,TGO,33,174.0,11.0,6.32183908045977,13 days 00:00:00.000000000,-8 days +00:00:00.000000000,0.06336475643806003,0.6336475643806003,104.0,6.41,6.31
26786,Trinidad and Tobago,2020-05-10,1389858,375000,2020-03-26,2020-03-15,10.691803,-61.222503,33.9,2020-03-13,Full,TTO,27,116.0,8.0,6.896551724137931,-2 days +00:00:00.000000000,-13 days +00:00:00.000000000,0.07084476404682254,0.7084476404682254,66.0,6.54,6.62
26900,Tunisia,2020-05-10,11565204,8299000,2020-03-20,2020-03-05,33.886917,9.537499,31.1,2020-03-20,Full,TUN,45,1032.0,45.0,4.3604651162790695,15 days 00:00:00.000000000,0 days 00:00:00.000000000,0.06162437658892444,0.6162437658892443,2066.0,5.97,6.08
27014,Turkey,2020-05-10,82319724,45768000,2020-03-18,2020-03-12,38.963745,35.243322,29.9,2020-03-23,Full,TUR,24,138657.0,3786.0,2.7304788074168633,11 days 00:00:00.000000000,5 days 00:00:00.000000000,0.0550004324350184,0.550004324350184,43498.0,5.74,6.21
27128,US,2020-05-10,326687501,79745920,2020-03-10,2020-03-10,37.09024,-95.712891,37.6,2020-03-23,Partial,USA,18,1329092.0,79521.0,5.983107264207444,13 days 00:00:00.000000000,13 days 00:00:00.000000000,0.09148475588739903,0.9148475588739902,318720.0,8.72,8.46
33284,Uganda,2020-05-10,42723139,14000,2222-11-11,2020-03-22,1.373333,32.290275,15.8,2020-03-18,Full,UGA,25,121.0,0.0,0.0,-4 days +00:00:00.000000000,-74016 days +00:00:00.000000000,0.057677558972523385,0.5767755897252339,3822.0,5.82,6.61
33398,Ukraine,2020-05-10,44622516,14104000,2020-03-14,2020-03-04,48.379433,31.16558,40.3,2020-03-17,Full,UKR,36,15232.0,391.0,2.5669642857142856,13 days 00:00:00.000000000,3 days 00:00:00.000000000,0.05691671456019255,0.5691671456019255,9296.0,6.56,6.26
33512,United Arab Emirates,2020-05-10,9630959,21286000,2020-03-21,2020-01-30,23.424076,53.847818000000004,33.4,2020-03-24,Full,ARE,20,18198.0,198.0,1.0880316518298714,54 days 00:00:00.000000000,3 days 00:00:00.000000000,0.06209795044397817,0.6209795044397818,74619.0,5.09,6.13
33626,United Kingdom,2020-05-10,66460344,36316000,2020-03-06,2020-02-01,55.378051,-3.435973,40.2,2020-03-23,Full,GBR,26,220449.0,31930.0,14.48407568190375,51 days 00:00:00.000000000,17 days 00:00:00.000000000,0.10518612391251893,1.0518612391251891,74910.0,8.85,8.47
34880,Uruguay,2020-05-10,3449299,3469000,2020-03-30,2020-03-15,-32.522779,-55.765834999999996,34.9,2020-03-16,Full,URY,7,707.0,19.0,2.6874115983026874,1 days 00:00:00.000000000,-14 days +00:00:00.000000000,0.0663895701877386,0.663895701877386,872.0,8.42,7.74
34994,Uzbekistan,2020-05-10,32955400,5346000,2020-03-28,2020-03-16,41.377491,64.585262,26.3,2020-03-20,Partial,UZB,50,2418.0,10.0,0.41356492969396197,4 days 00:00:00.000000000,-8 days +00:00:00.000000000,0.05791085234926201,0.57910852349262,104.0,6.97,6.835
35108,Venezuela,2020-05-10,28870000,14000,2020-03-28,2020-03-15,6.42375,-66.58973,37.0,2020-03-16,Full,VEN,51,414.0,10.0,2.4154589371980677,1 days 00:00:00.000000000,-12 days +00:00:00.000000000,0.05796959239671036,0.5796959239671036,16347.0,5.03,3.8
35222,Vietnam,2020-05-10,95540395,15498000,2222-11-11,2020-01-24,14.058323999999999,108.277199,37.0,2020-03-19,Full,VNM,39,288.0,0.0,0.0,55 days 00:00:00.000000000,-74015 days +00:00:00.000000000,0.054511125298095764,0.5451112529809576,70315.0,6.31,6.29
35336,West Bank and Gaza,2020-05-10,4569087,606000,2020-03-27,2020-03-06,31.9466,35.3027,37.0,2020-04-09,Full,PSE,11,375.0,2.0,0.5333333333333333,34 days 00:00:00.000000000,13 days 00:00:00.000000000,0.0652111318604187,0.652111318604187,831.0,6.97,6.835
35450,Western Sahara,2020-05-10,500000,14000,2222-11-11,2020-04-06,24.215526999999998,-12.885834,26.8,2020-03-20,Full,ESH,52,6.0,0.0,0.0,-17 days +00:00:00.000000000,-74014 days +00:00:00.000000000,0.07608285864993229,0.7608285864993228,104.0,6.97,6.835
35564,Zambia,2020-05-10,17351822,1072000,2020-04-03,2020-03-19,-13.133897,27.849332,17.1,,,ZMB,23,267.0,7.0,2.6217228464419478,,,0.0602992344606607,0.602992344606607,104.0,6.13,6.49
35678,Zimbabwe,2020-05-10,14439018,2580000,2020-03-24,2020-03-21,-19.015438,29.154857,19.0,2020-03-30,Full,ZWE,23,36.0,4.0,11.11111111111111,9 days 00:00:00.000000000,6 days 00:00:00.000000000,0.06071063990125888,0.6071063990125888,104.0,5.61,5.65
